Gene name	Human gene name	Human homology type	Human gene stable ID	Human orthology confidence [0 low, 1 high]	%id. target Human gene identical to query gene
					
					
					
					
Gpank1	GPANK1	ortholog_one2one	ENSG00000204438	1	80.5158
					
Gm32461					
					
2410018L13Rik					
					
Gm48556					
Tbl1x	TBL1X	ortholog_one2many	ENSG00000101849	1	94.1176
Tbl1x	TBL1Y	ortholog_one2many	ENSG00000092377	1	92.7894
Stac	STAC	ortholog_one2one	ENSG00000144681	1	82.8784
					
Gm51400		ortholog_one2one	ENSG00000286264	1	73.6842
Gm13920					
					
					
Gm13921					
					
Gm13866					
					
Snx21	SNX21	ortholog_one2one	ENSG00000124104	1	93.9394
Rab10os					
					
Mroh1	MROH1	ortholog_one2one	ENSG00000179832	1	79.0854
					
Gm36419					
Gm45792					
					
Gtf2h1	GTF2H1	ortholog_one2one	ENSG00000110768	1	97.2578
					
Gm56641					
D17H6S53E	C6orf47	ortholog_one2one	ENSG00000204439	1	76.1092
					
Dusp14	DUSP14	ortholog_one2one	ENSG00000276023	1	93.9394
Gm56643					
					
Apom	APOM	ortholog_one2one	ENSG00000204444	1	80.5263
Gm22888	SNORD121B	ortholog_one2one	ENSG00000238300	1	81.8182
Gm24837	SNORD121A	ortholog_one2many	ENSG00000238886	1	82.716
					
					
Virma	VIRMA	ortholog_one2one	ENSG00000164944	1	95.7482
					
Gm55947	RNA5SP535	ortholog_one2many	ENSG00000274097	0	50
Kctd12	KCTD12	ortholog_one2one	ENSG00000178695	1	98.4709
Dapk2	DAPK2	ortholog_one2one	ENSG00000035664	1	97.2973
Trim44	TRIM44	ortholog_one2one	ENSG00000166326	1	91.8841
					
Mir5130					
Rpl17-ps7					
					
Gm36914					
Acod1	ACOD1	ortholog_one2one	ENSG00000102794	1	81.1475
					
Gm36423					
Gm13868					
Fjx1	FJX1	ortholog_one2one	ENSG00000179431	1	87.5556
Gm55070					
Gm14746					
Bag6	BAG6	ortholog_one2one	ENSG00000204463	1	92.201
Cln5	CLN5	ortholog_one2one	ENSG00000102805	1	75.0733
Gm14748					
Gm8722					
					
Prkx	PRKX	ortholog_one2one	ENSG00000183943	1	77.7465
Acot8	ACOT8	ortholog_one2one	ENSG00000101473	1	83.75
					
					
					
					
					
					
					
Fbxl3	FBXL3	ortholog_one2one	ENSG00000005812	1	97.1963
					
					
					
					
Acap1	ACAP1	ortholog_one2one	ENSG00000072818	1	93.1081
Appl2	APPL2	ortholog_one2one	ENSG00000136044	1	92.7492
					
					
					
A830082K12Rik					
Gm30371					
					
Gm25681					
					
Gm12535					
Gm42516					
Rab19	RAB19	ortholog_one2one	ENSG00000146955	1	88.9401
Acsm4	ACSM4	ortholog_one2one	ENSG00000215009	1	86.3793
Prmt6	PRMT6	ortholog_one2one	ENSG00000198890	1	91.5344
4930553J12Rik					
Gm32202					
					
Gm43405					
Mkrn1	MKRN1	ortholog_one2one	ENSG00000133606	1	93.763
					
Gm19185					
Gm49754					
Zswim3	ZSWIM3	ortholog_one2one	ENSG00000132801	1	80.2878
Gm43406					
Gm26076	RNU6-877P	ortholog_one2one	ENSG00000206595	0	79.0476
Gm43404					
Gm43407					
Gm9314					
Gm37181					
Gm42905					
Pamr1	PAMR1	ortholog_one2one	ENSG00000149090	1	90.1389
Gm43854					
Mrpl30	MRPL30	ortholog_one2one	ENSG00000185414	1	82.5
Gm25519					
Gm43853					
					
Gm4859					
Gm9317					
					
Herc1	HERC1	ortholog_one2one	ENSG00000103657	1	97.3863
					
Gm42526					
					
Gm43587					
Gm36860					
Utp14b-ps1					
Gm5548					
Gm38395					
					
Amy2a5					
					
					
Thumpd1	THUMPD1	ortholog_one2one	ENSG00000066654	1	84.2857
					
					
					
					
					
Gm29946					
					
					
Gm9017					
2810449D17Rik					
Gm807					
Sgms1	SGMS1	ortholog_one2one	ENSG00000198964	1	96.42
Pbsn					
					
					
Gm44866					
					
					
Amy2a4					
Gm19963					
					
Arf4	ARF4	ortholog_one2one	ENSG00000168374	1	96.1111
					
Hamp2	HAMP	ortholog_one2many	ENSG00000105697	1	52.381
					
					
Zswim1	ZSWIM1	ortholog_one2one	ENSG00000168612	1	84.8352
					
					
Gm36169					
					
					
					
					
					
Anxa6	ANXA6	ortholog_one2one	ENSG00000197043	1	94.3536
					
					
Spata25	SPATA25	ortholog_one2one	ENSG00000149634	1	79.646
					
					
Gm29590					
					
Thap4	THAP4	ortholog_one2one	ENSG00000176946	1	84.1828
Gm32834					
					
					
Amy2a3					
					
Usf2-ps1					
					
					
Hamp	HAMP	ortholog_one2many	ENSG00000105697	1	59.0361
Gm49518					
					
					
Amy2a2					
					
Neurl2	NEURL2	ortholog_one2one	ENSG00000124257	1	90.5263
					
Gm14744					
					
Zmynd19	ZMYND19	ortholog_one2one	ENSG00000165724	1	100
Adam12	ADAM12	ortholog_one2one	ENSG00000148848	1	81.3953
					
Gm46545					
					
					
					
Gm4211					
5430402E10Rik					
Gm15738					
Gm15824					
Gm23090	SNORD121A	ortholog_one2many	ENSG00000238886	0	91.0256
Gm43721					
Gm25402					
Gm12401					
Gm15823					
Dcaf12	DCAF12	ortholog_one2one	ENSG00000198876	1	98.4547
Dennd2a	DENND2A	ortholog_one2one	ENSG00000146966	1	83
					
Gm6044					
Gm14750					
Gm14753					
4930526M16Rik					
Gm16458					
Gm55979					
Otof	OTOF	ortholog_one2one	ENSG00000115155	1	94.8423
Lonp2	LONP2	ortholog_one2one	ENSG00000102910	1	95.5399
Obp1a					
					
Gm48623					
Gm10550					
Actl6a	ACTL6A	ortholog_one2one	ENSG00000136518	1	98.8345
Lyg2	LYG2	ortholog_one2one	ENSG00000185674	1	75.1174
Pde12	PDE12	ortholog_one2one	ENSG00000174840	1	88.4868
Gm15457					
Frzb	FRZB	ortholog_one2one	ENSG00000162998	1	91.9505
Mir7672					
					
Gm11831					
Dnah12	DNAH12	ortholog_one2one	ENSG00000174844	1	89.4697
Gm56210					
Lyg1	LYG1	ortholog_one2one	ENSG00000144214	1	69.5431
4930534H18Rik					
Gm26049					
Gm26084					
Rad54b	RAD54B	ortholog_one2one	ENSG00000197275	1	80.474
					
Gm49662					
					
Eya4	EYA4	ortholog_one2one	ENSG00000112319	1	96.2441
Gm5938					
Gm16578					
Gm53058					
					
					
Gm47882					
Gm23461	RNU6-996P	ortholog_one2one	ENSG00000202308	0	83.1776
Gm14736					
Gabrq	GABRQ	ortholog_one2one	ENSG00000268089	1	76.9593
Gm56189					
Rpe	RPE	ortholog_one2many	ENSG00000197713	1	97.3684
Rpe	RPEL1	ortholog_one2many	ENSG00000235376	1	93.4211
					
					
					
Gm56321					
Gm13687					
Gm19514					
					
					
A130023I24Rik					
					
Slc1a2	SLC1A2	ortholog_one2one	ENSG00000110436	1	95.4545
					
Usf2	USF2	ortholog_one2one	ENSG00000105698	1	97.9769
Gm48491					
Gm23428	RNU6-1001P	ortholog_one2one	ENSG00000223197	0	73.5294
Gm28379					
Fbxl22	FBXL22	ortholog_one2one	ENSG00000197361	1	79.661
					
					
					
					
Usp3	USP3	ortholog_one2one	ENSG00000140455	1	96.5385
					
					
					
Gm50210					
Sgms1os1					
Fsbp	FSBP	ortholog_one2one	ENSG00000265817	1	87.9599
					
					
Gm15813					
					
					
					
Gm56582					
Gm11833					
Cetn2	CETN2	ortholog_one2one	ENSG00000147400	1	95.9302
Gm36445					
Ubap1	UBAP1	ortholog_one2one	ENSG00000165006	1	91.0359
Gm38616					
					
Gm9563					
					
Rpl9-ps6					
					
					
					
Minpp1	MINPP1	ortholog_one2one	ENSG00000107789	1	82.9522
					
					
					
					
					
Asb14	ASB14	ortholog_one2one	ENSG00000239388	1	83.3049
					
					
Adck2	ADCK2	ortholog_one2one	ENSG00000133597	1	75.0405
D16Ertd519e					
					
					
Gm49735					
Gm30709					
Gm54639					
Gm56634					
					
					
					
					
					
					
Gm19724					
					
					
Gm47316					
					
					
					
Gm47448					
Gm56622					
					
					
Ifit3	IFIT3	ortholog_one2many	ENSG00000119917	0	60.0496
Ifit1bl1	IFIT1B	ortholog_one2many	ENSG00000204010	0	57.8723
					
					
					
Nsdhl	NSDHL	ortholog_one2one	ENSG00000147383	1	85.6354
Txndc9	TXNDC9	ortholog_one2one	ENSG00000115514	1	89.823
Ifit3b	IFIT3	ortholog_one2many	ENSG00000119917	0	60.5459
					
Gm35615					
					
Amy2a1					
Ifit1bl2	IFIT1B	ortholog_one2many	ENSG00000204010	0	55.5794
Gm37353					
					
Amy1					
					
Cnn2-ps					
					
Ifit1	IFIT1B	ortholog_one2many	ENSG00000204010	1	58.7473
					
Gm42420					
					
					
Gm34466					
					
					
Slc16a12	SLC16A12	ortholog_one2one	ENSG00000152779	1	86.8313
Ndufb2	NDUFB2	ortholog_one2one	ENSG00000090266	1	82.8571
					
4930500H12Rik					
					
Gm32401					
Kif24	KIF24	ortholog_one2one	ENSG00000186638	1	72.7139
Gm18425					
Gm54666					
Gm50173					
Gm22082					
Gm50116					
Braf	BRAF	ortholog_one2one	ENSG00000157764	1	88.6816
					
Ldb1	LDB1	ortholog_one2one	ENSG00000198728	1	99.7333
4933401B06Rik					
Gm48530					
Appl1	APPL1	ortholog_one2one	ENSG00000157500	1	98.3027
4933401B06Rik					
Gm4750					
Gm24655	RNU6-57P	ortholog_one2many	ENSG00000223280	0	76.6355
Gm47834					
Gm4750					
Actb-ps1					
Gm47835					
Gm26877					
					
Gm22811					
4933416E14Rik					
Ppp1r2-ps7					
2310057J18Rik	C6orf58	ortholog_one2one	ENSG00000184530	1	53.4125
					
					
Gm40653					
Rps7-ps3					
					
Btg1b					
Btg1c					
4921511C20Rik					
Gm5124					
Magea9-ps					
					
Cypt14-ps					
					
Cypt15-ps					
					
					
Pcdh11x	PCDH11X	ortholog_one2many	ENSG00000102290	1	84.8928
Pcdh11x	PCDH11Y	ortholog_one2many	ENSG00000099715	1	79.0448
Scrt1	SCRT1	ortholog_one2one	ENSG00000261678	1	93.1034
Gm15563					
Gm35190					
Car12	CA12	ortholog_one2one	ENSG00000074410	1	81.9209
Mb	MB	ortholog_one2one	ENSG00000198125	1	83.7662
					
					
					
					
					
					
					
Gm43736					
Kansl1l	KANSL1L	ortholog_one2one	ENSG00000144445	1	80.2534
4930511M18Rik					
Gm48570					
					
					
Prr9	PRR9	ortholog_one2one	ENSG00000203783	1	78.4483
					
Gm47695					
Gm16177					
					
					
					
Lelp1	LELP1	ortholog_one2one	ENSG00000203784	0	48.3333
					
Gm48746					
Gm22305					
Siah1a	SIAH1	ortholog_one2many	ENSG00000196470	1	99.6454
					
					
					
4930461C15Rik					
Gm52952					
Fth-ps2					
Gm47683					
Sprr2a1					
N4bp1	N4BP1	ortholog_one2one	ENSG00000102921	1	81.411
Mrps33	MRPS33	ortholog_one2one	ENSG00000090263	1	82.0755
					
Gm6093					
					
Sprr2a2					
					
Gm15908					
					
					
Apol6	APOL6	ortholog_one2one	ENSG00000221963	0	41.6413
1700026J12Rik					
Gm5850					
Nudt2	NUDT2	ortholog_one2one	ENSG00000164978	1	89.1156
Rnpc3	RNPC3	ortholog_one2one	ENSG00000185946	1	89.2996
2010110E17Rik					
Myorg	MYORG	ortholog_one2one	ENSG00000164976	1	91.7598
Gm7554					
Fth-ps3					
Gm7556					
Gm10689					
Gm41115					
Letm2	LETM2	ortholog_one2one	ENSG00000165046	1	78.75
Wnk3	WNK3	ortholog_one2one	ENSG00000196632	1	81.218
Tmem178b	TMEM178B	ortholog_one2one	ENSG00000261115	1	99.6599
Hesx1	HESX1	ortholog_one2one	ENSG00000163666	1	80.5405
C230035I16Rik					
Gm17077					
Spmip6	SPMIP6	ortholog_one2one	ENSG00000164972	1	76.9231
Gm4673					
D7Ertd443e	C10orf90	ortholog_one2one	ENSG00000154493	1	67.2938
Gm26833					
Gm37995					
Gm37673					
Gm26638					
Gm26807					
Il17rd	IL17RD	ortholog_one2one	ENSG00000144730	1	87.1274
Gm37003					
Agk	AGK	ortholog_one2one	ENSG00000006530	1	91.924
Gm24753	RNU6-4P	ortholog_one2one	ENSG00000206932	0	100
Gm18508					
Tada2a	TADA2A	ortholog_one2one	ENSG00000276234	1	97.2912
Aph1b	APH1B	ortholog_one2many	ENSG00000138613	1	84.0467
Rbfox2	RBFOX2	ortholog_one2one	ENSG00000100320	1	95.5457
Gm30619					
Gm25694					
Gm10097					
Gm48836					
Sec63	SEC63	ortholog_one2one	ENSG00000025796	1	96.3158
Mal	MAL	ortholog_one2one	ENSG00000172005	1	86.9281
					
					
					
					
					
					
					
4930565N06Rik					
					
					
					
					
Ctsa	CTSA	ortholog_one2one	ENSG00000064601	1	84.7561
D430001F17Rik					
Gm37570					
Gm38387					
Gm38162					
1700003L19Rik					
Gm15789					
Gm45570					
6820402A03Rik					
Nsd3	NSD3	ortholog_one2one	ENSG00000147548	1	91.2171
Gm37285					
Gm37755					
Gm38218					
Eif5b	EIF5B	ortholog_one2one	ENSG00000158417	1	91.6941
Gm10647					
Aph1c	APH1B	ortholog_one2many	ENSG00000138613	1	80.6202
Gm9333					
Fam219a	FAM219A	ortholog_one2one	ENSG00000164970	1	99.4048
Dennd11	DENND11	ortholog_one2one	ENSG00000257093	1	96.2637
Acsm3	ACSM3	ortholog_one2one	ENSG00000005187	1	86.2069
Ccdc69	CCDC69	ortholog_one2one	ENSG00000198624	0	51.4851
Erdr1x					
Gm26464					
Rab8b	RAB8B	ortholog_one2one	ENSG00000166128	1	98.5507
Gm4988					
					
Scml4	SCML4	ortholog_one2one	ENSG00000146285	1	80.1471
Gm14821					
Gm14655					
Ldoc1	LDOC1	ortholog_one2one	ENSG00000182195	1	72.1854
Gm26822					
					
Gm6743					
					
Enox2	ENOX2	ortholog_one2one	ENSG00000165675	1	94.3299
Rps27l	RPS27L	ortholog_one2one	ENSG00000185088	1	100
Gm29823					
Gm7591					
Gm49616					
Cgrrf1	CGRRF1	ortholog_one2one	ENSG00000100532	1	83.7349
Gm2a	GM2A	ortholog_one2one	ENSG00000196743	1	67.8756
Gm11846					
Gm12404					
Gm37985					
Wee2	WEE2	ortholog_one2one	ENSG00000214102	1	67.5676
Gm56217					
Triqk	TRIQK	ortholog_one2one	ENSG00000205133	1	88.3721
Atp5pb-ps					
2810408A11Rik					
5430427M07Rik					
					
					
					
					
Gm15524					
					
					
Gm32357					
Gm28373					
Gm19331					
Gm30948					
3110039M20Rik					
Lactb	LACTB	ortholog_one2one	ENSG00000103642	1	88.0218
Gm48949					
2810457G06Rik					
					
Acadl	ACADL	ortholog_one2one	ENSG00000115361	1	86.5116
Gm56218					
Dnai1	DNAI1	ortholog_one2one	ENSG00000122735	1	87.5892
Gm48958					
Gm47151					
Mir378c					
					
Gm15562					
					
Gm47150					
Pnp	PNP	ortholog_one2many	ENSG00000198805	1	84.4291
Pprc1	PPRC1	ortholog_one2one	ENSG00000148840	1	76.5492
Ssbp1	SSBP1	ortholog_one2one	ENSG00000106028	1	91.8919
					
					
					
					
					
					
Gm56615					
					
					
Sfta3-ps					
					
Gm47152					
					
					
					
					
					
					
Gm34471					
					
Gm55959	RNU6-806P	ortholog_one2one	ENSG00000202017	0	72.449
					
Arpp21	ARPP21	ortholog_one2one	ENSG00000172995	1	87.2367
					
Gm15793					
Gm27934					
					
Gm23442	SNORA38	ortholog_one2one	ENSG00000200816	1	80.597
Gm25832					
Aif1	AIF1	ortholog_one2one	ENSG00000204472	1	89.1156
Myl1	MYL1	ortholog_one2one	ENSG00000168530	1	94.6809
					
					
Gm56578					
					
4931429P17Rik					
					
					
					
					
					
					
					
					
Gm28707					
Rpgrip1	RPGRIP1	ortholog_one2one	ENSG00000092200	1	62.7348
Gm26555					
Gm48670					
Gm40778					
Gm16321					
Grip1	GRIP1	ortholog_one2one	ENSG00000155974	1	92.0175
Gm11819					
Gm11826					
Gm11825					
Gm17954					
Gm56220					
Enho	ENHO	ortholog_one2one	ENSG00000168913	1	100
Gm17775					
Gm18163					
2310015D24Rik					
Col11a1	COL11A1	ortholog_one2one	ENSG00000060718	1	93.9579
Runx1t1	RUNX1T1	ortholog_one2one	ENSG00000079102	1	99.0066
Gm56096					
Fam114a1	FAM114A1	ortholog_one2one	ENSG00000197712	1	76.9771
4930547E14Rik					
Tas2r137	TAS2R3	ortholog_one2one	ENSG00000127362	1	60.6607
Tas2r108	TAS2R4	ortholog_one2one	ENSG00000127364	1	67.0034
Prss37	PRSS37	ortholog_one2one	ENSG00000165076	1	82.2785
Gm46329					
Gm43295					
Or9a7	OR9A1P	ortholog_one2one	ENSG00000237621	1	78.5942
					
Rpl31-ps14					
Slc36a3	SLC36A3	ortholog_one2one	ENSG00000186334	1	73.1656
					
					
					
Gm15826					
Or9a4	OR9A4	ortholog_one2one	ENSG00000258083	1	84.3949
					
					
Tmem156	TMEM156	ortholog_one2one	ENSG00000121895	0	48.9097
					
Rev1	REV1	ortholog_one2one	ENSG00000135945	1	84.3875
Gm35049					
4930509G22Rik					
Gm55990					
Clec5a	CLEC5A	ortholog_one2one	ENSG00000258227	1	70.5263
Gm24992					
Gm55991					
Gm45343					
Gm34809					
					
Gm45342					
					
Plpp5	PLPP5	ortholog_one2one	ENSG00000147535	1	86.5385
					
					
Lst1	LST1	ortholog_one2one	ENSG00000204482	1	54.8387
2210020O09Rik					
Gm32090					
					
Klhl5	KLHL5	ortholog_one2one	ENSG00000109790	1	97.3164
					
					
					
					
Ltb	LTB	ortholog_one2one	ENSG00000227507	1	60.1307
					
Slc36a2	SLC36A2	ortholog_one2one	ENSG00000186335	1	82.4268
Gm15839					
Gm53771					
Nolc1	NOLC1	ortholog_one2one	ENSG00000166197	1	74.359
Gm57587					
					
Gm35161					
4930404A05Rik					
Pltp	PLTP	ortholog_one2one	ENSG00000100979	1	81.9473
Gm11823					
Gm24068					
Mir6973a					
Tnf	TNF	ortholog_one2one	ENSG00000232810	1	78.7234
Gm11824					
Gm24908					
Gm11836					
Cntfr	CNTFR	ortholog_one2one	ENSG00000122756	1	95.1613
Gm36742					
					
					
					
					
					
Gm34586					
					
					
					
Gm10823					
					
					
6430553K19Rik					
					
Lta	LTA	ortholog_one2one	ENSG00000226979	1	73.2673
					
4930556C24Rik					
Tas2r138	TAS2R38	ortholog_one2one	ENSG00000257138	1	65.861
Mgam	MGAM	ortholog_one2one	ENSG00000257335	1	60.8131
					
Mir6974					
Gm37062					
Nfkbil1	NFKBIL1	ortholog_one2one	ENSG00000204498	1	91.3386
Slc36a1	SLC36A1	ortholog_one2one	ENSG00000123643	1	86.1053
Nos1ap	NOS1AP	ortholog_one2one	ENSG00000198929	1	95.6262
Gm56600					
					
					
					
Gm40438					
Gm56099					
Rbm19	RBM19	ortholog_one2one	ENSG00000122965	1	82.1429
Atp6v1g2	ATP6V1G2	ortholog_one2one	ENSG00000213760	1	94.9153
					
					
					
					
					
					
Ddx39b	DDX39B	ortholog_one2one	ENSG00000198563	1	99.5327
4930428D20Rik					
Gm30567					
Gm4827					
Slc26a7	SLC26A7	ortholog_one2one	ENSG00000147606	1	87.6524
					
Lsr	LSR	ortholog_one2one	ENSG00000105699	1	81.3913
					
6430710M23Rik					
Bag4	BAG4	ortholog_one2one	ENSG00000156735	1	84.9015
					
Gm43749					
Gm23750					
					
Gm19147					
					
Fat2	FAT2	ortholog_one2one	ENSG00000086570	1	81.9352
Gm3625					
Olfm3	OLFM3	ortholog_one2one	ENSG00000118733	1	98.4716
					
					
					
					
					
					
					
					
					
Gm38619					
					
Ifi30	IFI30	ortholog_one2one	ENSG00000216490	1	62.5
Gm47352					
Rab3a	RAB3A	ortholog_one2one	ENSG00000105649	1	99.0909
					
4933411O13Rik					
Gm52054					
Tmem64	TMEM64	ortholog_one2one	ENSG00000180694	1	89.2388
Nckap1	NCKAP1	ortholog_one2one	ENSG00000061676	1	99.3794
					
					
					
Gm32243					
					
1700037F03Rik					
1700010K23Rik					
4930542C21Rik					
Gm24317					
Gm11856					
Gm11859					
Gm11857					
Gm11858					
Gm11855					
Il11ra1	IL11RA	ortholog_one2many	ENSG00000137070	1	81.9444
					
Gm50306					
4930544M13Rik					
Elovl3	ELOVL3	ortholog_one2one	ENSG00000119915	1	69.0037
					
					
					
					
Gm22589	SNORD84	ortholog_one2one	ENSG00000265236	1	85.7143
Gm7299					
Mir6975					
Gm25128	SNORD83	ortholog_one2many	ENSG00000223294	0	73.6842
Gm25128	SNORD117	ortholog_one2many	ENSG00000201785	1	89.4737
					
Mir8094					
Olfml2b	OLFML2B	ortholog_one2one	ENSG00000162745	1	83.9142
Gm18733					
Gm42655					
Gm56606					
Zbtb12	ZBTB12	ortholog_one2one	ENSG00000204366	1	97.3856
Gm56103					
Lhx5	LHX5	ortholog_one2one	ENSG00000089116	1	98.7562
Gm36235					
Pitx3	PITX3	ortholog_one2one	ENSG00000107859	1	98.3444
					
					
					
					
Acaca	ACACA	ortholog_one2one	ENSG00000278540	1	97.6119
					
					
Gm48396					
Gm32184					
					
Gm56901					
					
Gm15964					
Ehmt2	EHMT2	ortholog_one2one	ENSG00000204371	1	90.4988
					
Gm46565					
Gbf1	GBF1	ortholog_one2one	ENSG00000107862	1	93.8743
Gm18429					
Gm22337					
Sdsl	SDSL	ortholog_one2one	ENSG00000139410	1	80.5471
Gm55942					
Gm26973					
4930467J12Rik					
Gm43669					
Atf6	ATF6	ortholog_one2one	ENSG00000118217	1	86.8902
Ddhd2	DDHD2	ortholog_one2one	ENSG00000085788	1	90.4149
Sgms2	SGMS2	ortholog_one2one	ENSG00000164023	1	91.5069
					
					
					
					
9430065F17Rik					
6530401F13Rik					
Gm43116					
1700030C10Rik					
Tbl1xr1	TBL1XR1	ortholog_one2one	ENSG00000177565	1	99.0272
Gm56557					
					
Gm23523					
Gm25235					
Gm22360	RNU6-6P	ortholog_one2one	ENSG00000272055	0	100
Gm56203					
					
Gm56204					
Gm37076					
					
4930533P14Rik					
					
Gm11351					
Gm26245					
Gm36766					
Gm1833					
Gm36372					
Gm26078					
Lancl1	LANCL1	ortholog_one2one	ENSG00000115365	1	91.4787
Mapre3	MAPRE3	ortholog_one2one	ENSG00000084764	1	99.2883
					
Gm48102					
					
					
					
					
					
					
1810053B23Rik					
					
Supt16	SUPT16H	ortholog_one2one	ENSG00000092201	1	98.7584
Mgam2-ps	MGAM2	ortholog_one2one	ENSG00000257743	1	66.3724
					
Gm32089					
					
Gm49700					
					
					
					
					
Gm48287					
4833412C15Rik					
Gm49411					
Gm34719					
Gm24056					
Gm49436					
Fam120aos					
Apol7a					
					
					
Cacna1c	CACNA1C	ortholog_one2one	ENSG00000151067	1	93.2785
					
					
Gm47336					
Eri2	ERI2	ortholog_one2one	ENSG00000196678	1	74.8547
					
Sds	SDS	ortholog_one2one	ENSG00000135094	1	83.792
Gm56576					
					
					
Jund	JUND	ortholog_one2one	ENSG00000130522	1	82.9912
Gm15034					
					
Bco1	BCO1	ortholog_one2one	ENSG00000135697	1	82.6855
Gm15036					
Gm14696					
					
Eola1	EOLA1	ortholog_one2many	ENSG00000197620	1	77.0701
Eola1	EOLA2	ortholog_one2many	ENSG00000197021	0	75.7962
					
Gm20688					
					
Apol9a	APOL1	ortholog_many2many	ENSG00000100342	0	36.4516
Apol9a	APOL4	ortholog_many2many	ENSG00000100336	0	32.5806
Apol9a	APOL3	ortholog_many2many	ENSG00000128284	0	41.2903
Apol9a	APOL2	ortholog_many2many	ENSG00000128335	0	39.3548
					
					
4921525O09Rik					
4930567H17Rik					
Gm16407					
Gm14704					
Gm6823					
Gm56223					
Gm16084					
Calb1	CALB1	ortholog_one2one	ENSG00000104327	1	98.4674
Gm16441					
Gm11290					
Gm14722					
Gm14721					
Tmem185a	TMEM185A	ortholog_one2one	ENSG00000269556	1	99.7143
Dusp12	DUSP12	ortholog_one2one	ENSG00000081721	1	83.7758
Lgals1-ps2					
Baiap2l2	BAIAP2L2	ortholog_one2one	ENSG00000128298	1	92.3372
Chd8	CHD8	ortholog_one2one	ENSG00000100888	1	96.2045
					
Gm47514					
Gm48190					
4930442G10Rik					
1810044K17Rik					
Gm11377					
Gm24474					
Gm15966					
					
Gm11378					
					
					
Gm36607					
Plbd2	PLBD2	ortholog_one2one	ENSG00000151176	1	80.6397
Gm32509					
Gm26148					
					
					
Decr1	DECR1	ortholog_one2one	ENSG00000104325	1	82.3881
					
					
					
					
					
					
					
					
					
Gm47734					
					
					
					
					
Gm20694					
1600019K03Rik					
Gm46440					
Lsm1	LSM1	ortholog_one2one	ENSG00000175324	1	97.7444
Gm48479					
					
Aff3	AFF3	ortholog_one2one	ENSG00000144218	1	86.2839
					
					
					
					
					
					
					
Gm19554					
					
					
Gm14727					
					
Gm14729					
Gm8401					
3110053B16Rik					
Pla2g6	PLA2G6	ortholog_one2one	ENSG00000184381	1	89.715
Gm14726					
Gm14724					
Gm14725					
Mir6400					
Nbn	NBN	ortholog_one2one	ENSG00000104320	1	71.3715
Gm7209					
Star	STAR	ortholog_one2one	ENSG00000147465	1	87.3239
Fam187b	FAM187B	ortholog_one2one	ENSG00000177558	0	46.7914
					
Gm55334					
					
Msl3	MSL3	ortholog_one2one	ENSG00000005302	1	87.619
					
					
					
					
					
					
Gm41071					
					
					
Gm48548					
					
					
Gm35333					
Gm8974					
Gm16726					
Dock1	DOCK1	ortholog_one2one	ENSG00000150760	1	96.4611
Gm48664					
					
4833438C02Rik					
Gm11869					
Ash2l	ASH2L	ortholog_one2one	ENSG00000129691	1	99.2509
Osgin2	OSGIN2	ortholog_one2one	ENSG00000164823	1	92.1818
					
					
					
					
Nfkb2	NFKB2	ortholog_one2one	ENSG00000077150	1	91.8799
					
Gm35298					
					
					
					
					
Gm56563					
					
Pcif1	PCIF1	ortholog_one2one	ENSG00000100982	1	94.9008
					
Gm11437	C17orf78	ortholog_one2one	ENSG00000278505	1	60
					
C030017D09Rik					
Wdr19	WDR19	ortholog_one2one	ENSG00000157796	1	89.6346
					
					
Gm11870					
Gm11874					
Ripk2	RIPK2	ortholog_one2one	ENSG00000104312	1	84.4156
Gm48116					
					
					
Gm5842					
					
Gm46362					
Gm37391					
					
					
					
Aatf	AATF	ortholog_one2one	ENSG00000275700	1	82.8897
					
Rprl2					
Gm26844					
					
Gm37636					
					
					
Gm15651					
Gm26354					
Gm6321					
					
Gm26620					
					
Gm7343					
Slco4c1	SLCO4C1	ortholog_one2one	ENSG00000173930	1	81.4404
					
Lsmem1	LSMEM1	ortholog_one2one	ENSG00000181016	1	83.5938
					
Gm5150	SIRPG	ortholog_many2many	ENSG00000089012	0	36.7893
Gm5150	SIRPB1	ortholog_many2many	ENSG00000101307	0	38.1271
Gm5150	SIRPA	ortholog_many2many	ENSG00000198053	0	37.1237
					
					
1700022E09Rik					
					
					
Gm26559					
Gm55955					
Gm37836					
Gm25863					
Ythdf3	YTHDF3	ortholog_one2one	ENSG00000185728	1	98.8034
					
					
					
F630042J09Rik					
Gm17056					
Ifrd1	IFRD1	ortholog_one2one	ENSG00000006652	1	94.4321
					
					
Gm15233					
Arhgap6	ARHGAP6	ortholog_one2one	ENSG00000047648	1	84.8024
					
Gm56226					
Gm11865					
Gm37355					
					
Gm11864					
Gm11861					
2810407A14Rik					
Gm24978					
Gm11862					
Gm23975	RNU6-514P	ortholog_one2many	ENSG00000206935	0	82.0755
Gm23975	RNU6-831P	ortholog_one2many	ENSG00000207278	0	83.9623
4930519D14Rik					
Gm11848					
Gm11850					
Gm11849					
Gm56227	RNU6-1129P	ortholog_one2one	ENSG00000251773	0	72.8155
Gm11851					
Gm13689					
Gm24461					
Mmp16	MMP16	ortholog_one2one	ENSG00000156103	1	98.0231
Gm16151					
Dusp19	DUSP19	ortholog_one2one	ENSG00000162999	1	81.3636
Fcrlb	FCRLB	ortholog_one2one	ENSG00000162746	1	82.4356
					
Lhx1	LHX1	ortholog_one2one	ENSG00000273706	1	99.5074
